id,name,description,barcode,price,sale,imageurl,imagefilename,category,subcategory
4609,INZANA NEW TABLET 4S,INZANA NEW TABLET 4S,8998667100947,1100,1000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index39-1.jpg,index39-1.jpg,Kesehatan,Obat Ringan
4610,INZANA SIRUP M.ANGIN ANK SAC5ML,INZANA SIRUP M.ANGIN ANK SAC5ML,8998667300590,1443,1300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index41-1.jpg,index41-1.jpg,Kesehatan,Obat Ringan
4611,KOMIX HERBAL ORIGINAL 4X15ML,KOMIX HERBAL ORIGINAL 4X15ML,8993058304416,11300,10000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index43-1.jpg,index43-1.jpg,Kesehatan,Obat Ringan
4612,KOMIX KID SAC 5ML,KOMIX KID SAC 5ML,8993058302900,1430,1300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index45-1.jpg,index45-1.jpg,Kesehatan,Obat Ringan
4613,KOMIX LO HAN KUO BOX 4X7G,KOMIX LO HAN KUO BOX 4X7G,8993058104412,10890,9900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index47.jpg,index47.jpg,Kesehatan,Obat Ringan
4614,KOMIX OB BATUK J.NIPIS SAC 7ML,KOMIX OB BATUK J.NIPIS SAC 7ML,8993058300807,1356,1200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index49.jpg,index49.jpg,Kesehatan,Obat Ringan
4615,KOMIX OBH SAC 7ML,KOMIX OBH SAC 7ML,8993058301200,1344,1200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index50.jpg,index50.jpg,Kesehatan,Obat Ringan
4616,KOMIX OBT BTK PEPPERMINT SAC7ML,KOMIX OBT BTK PEPPERMINT SAC7ML,8993058300401,1332,1200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index52.jpg,index52.jpg,Kesehatan,Obat Ringan
4617,KONIDIN OBH SAC 5X7ML,KONIDIN OBH SAC 5X7ML,8998667300279,1120,1000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/download-25.jpg,download-25.jpg,Kesehatan,Obat Ringan
4618,KONIDIN TABLET 4S,KONIDIN TABLET 4S,8998667100084,2310,2100,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/download-27.jpg,download-27.jpg,Kesehatan,Obat Ringan
4619,KOOL FEVER PLESTER DEMAM,KOOL FEVER PLESTER DEMAM,4987072061817,9900,9000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index38-1.jpg,index38-1.jpg,Kesehatan,Obat Ringan
4620,KULDON SARIAWAN TABLET 4S,KULDON SARIAWAN TABLET 4S,8992003784037,2850,2500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index40-1.jpg,index40-1.jpg,Kesehatan,Obat Ringan
4621,MEXTRIL TABLET 4S,MEXTRIL TABLET 4S,8993218330019,2300,2000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index42-1.jpg,index42-1.jpg,Kesehatan,Obat Ringan
4622,MIXAGRIP FLU KAPLET 4S,MIXAGRIP FLU KAPLET 4S,8995858999991,2622,2300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index44-1.jpg,index44-1.jpg,Kesehatan,Obat Ringan
4623,MIXAGRIP FLU&BATUK KAPLET 4S,MIXAGRIP FLU&amp;BATUK KAPLET 4S,8995858189026,2622,2300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index46-1.jpg,index46-1.jpg,Kesehatan,Obat Ringan
4624,MYLANTA LIQUID 50ML,MYLANTA LIQUID 50ML,8991111152059,14577,12900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index48.jpg,index48.jpg,Kesehatan,Obat Ringan
4625,MYLANTA TABLET 10S,MYLANTA TABLET 10S,8992725051219,7232,6400,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index34-1.jpg,index34-1.jpg,Kesehatan,Obat Ringan
4626,NEO RHEUMACYL NEURO KAPLET 10S,NEO RHEUMACYL NEURO KAPLET 10S,8999908071408,10656,9600,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index36-1.jpg,index36-1.jpg,Kesehatan,Obat Ringan
4627,NEOZEP FORTE TABLET 4S,NEOZEP FORTE TABLET 4S,8992112014018,2760,2400,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index23-1.jpg,index23-1.jpg,Kesehatan,Obat Ringan
4628,NEW DIATABS TABLET 4S,NEW DIATABS TABLET 4S,8992112020019,2970,2700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index25-1.jpg,index25-1.jpg,Kesehatan,Obat Ringan
4629,OBH COMBI ANK PLUS STR BTL60ML,OBH COMBI ANK PLUS STR BTL60ML,8993113042055,13764,12400,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index27-1.jpg,index27-1.jpg,Kesehatan,Obat Ringan
4630,OBH COMBI BTK DHK MTL BTL100ML,OBH COMBI BTK DHK MTL BTL100ML,8993113011051,12208,10900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/download-16-1.jpg,download-16-1.jpg,Kesehatan,Obat Ringan
4631,OBH COMBI BTK FLU MTL BTL100ML,OBH COMBI BTK FLU MTL BTL100ML,8993113031059,18256,16300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index18-1.jpg,index18-1.jpg,Kesehatan,Obat Ringan
4632,OSKADON SP TABLET 4S,OSKADON SP TABLET 4S,8999908043801,2016,1800,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/download-18.jpg,download-18.jpg,Kesehatan,Obat Ringan
4633,OSKADON TABLET 4S,OSKADON TABLET 4S,8999908039309,1998,1800,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index30-1.jpg,index30-1.jpg,Kesehatan,Obat Ringan
4634,PANADOL COLD+FLU KAPLET 10S,PANADOL COLD+FLU KAPLET 10S,8992695120205,11970,10500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index32-1.jpg,index32-1.jpg,Kesehatan,Obat Ringan
4635,PANADOL EXTRA KAPLET 10S,PANADOL EXTRA KAPLET 10S,8992695110206,10848,9600,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index33-1.jpg,index33-1.jpg,Kesehatan,Obat Ringan
4636,PANADOL KAPLET 10S,PANADOL KAPLET 10S,8992695100207,9570,8700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index35-1.jpg,index35-1.jpg,Kesehatan,Obat Ringan
4637,PARAMEX FLU BATUK TABLET 4S,PARAMEX FLU BATUK TABLET 4S,8998667101432,2373,2100,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index22.jpg,index22.jpg,Kesehatan,Obat Ringan
4638,PARAMEX TABLET 4S,PARAMEX TABLET 4S,8998667100206,2875,2500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index24-1.jpg,index24-1.jpg,Kesehatan,Obat Ringan
4639,PROCOLD FLU&BATUK KAPLET 6S,PROCOLD FLU&amp;BATUK KAPLET 6S,8992858063011,3795,3300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index26-1.jpg,index26-1.jpg,Kesehatan,Obat Ringan
4640,PROCOLD KAPLET 6S,PROCOLD KAPLET 6S,8992858666106,4025,3500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index28.jpg,index28.jpg,Kesehatan,Obat Ringan
4641,PROMAG GAZERO SAC 10ML,PROMAG GAZERO SAC 10ML,8992858564006,2373,2100,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/download-17-1.jpg,download-17-1.jpg,Kesehatan,Obat Ringan
4642,PROMAG LIQUID SAC 7ML,PROMAG LIQUID SAC 7ML,8992858564204,2280,2000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index19.jpg,index19.jpg,Kesehatan,Obat Ringan
4643,PROMAG TABLET 12S,PROMAG TABLET 12S,8992858664706,7616,6800,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index29-1.jpg,index29-1.jpg,Kesehatan,Obat Ringan
4644,ROHTO COOL EYE DROPS 7ML,ROHTO COOL EYE DROPS 7ML,8992821100118,18515,16100,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index31-1.jpg,index31-1.jpg,Kesehatan,Obat Ringan
4645,SIDOMUNCUL JAHE WANGI BOX 5S,SIDOMUNCUL JAHE WANGI BOX 5S,8998898804119,6160,5500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index13-1.jpg,index13-1.jpg,Kesehatan,Obat Ringan
4646,SIDOMUNCUL KOPI JAHE 10X28G,SIDOMUNCUL KOPI JAHE 10X28G,8998898847109,15400,14000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index15-1.jpg,index15-1.jpg,Kesehatan,Obat Ringan
4647,SIDOMUNCUL PERMEN TOLAKANGIN 5S,SIDOMUNCUL PERMEN TOLAKANGIN 5S,8998898823905,2508,2200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index20-1.jpg,index20-1.jpg,Kesehatan,Obat Ringan
4648,SIDOMUNCUL STMJ GINSENG BOX 5S,SIDOMUNCUL STMJ GINSENG BOX 5S,8998898801118,13750,12500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index17-1.jpg,index17-1.jpg,Kesehatan,Obat Ringan
4649,SIDOMUNCUL T.ANGIN 5X15ML,SIDOMUNCUL T.ANGIN 5X15ML,8998898101416,15846,13900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index45.jpg,index45.jpg,Kesehatan,Obat Ringan
4650,SIDOMUNCUL T.ANGIN ANK SAC10ML,SIDOMUNCUL T.ANGIN ANK SAC10ML,8998898151404,2599,2300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/images7.jpg,images7.jpg,Kesehatan,Obat Ringan
4651,SIDOMUNCUL T.ANGIN CR R.ON 10ML,SIDOMUNCUL T.ANGIN CR R.ON 10ML,8998898337440,13110,11500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index8-1.jpg,index8-1.jpg,Kesehatan,Obat Ringan
4652,SIDOMUNCUL T.ANGIN SAC 15ML,SIDOMUNCUL T.ANGIN SAC 15ML,8998898101409,3876,3400,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index9-1.jpg,index9-1.jpg,Kesehatan,Obat Ringan
4653,SIDOMUNCUL T.LINU HERBAL SAC15M,SIDOMUNCUL T.LINU HERBAL SAC15M,8998898335408,3248,2900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index10-1.jpg,index10-1.jpg,Kesehatan,Obat Ringan
4654,SILADEX BATUK BERDAHAK BTL60ML,SILADEX BATUK BERDAHAK BTL60ML,8998667300491,13786,12200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index11-1.jpg,index11-1.jpg,Kesehatan,Obat Ringan
4655,STOPCOLD TABLET 4S,STOPCOLD TABLET 4S,8999809400031,3616,3200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index12-1.jpg,index12-1.jpg,Kesehatan,Obat Ringan
4656,VICKS INHALER,VICKS INHALER,4902430393126,15142,13400,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/download-19.jpg,download-19.jpg,Kesehatan,Obat Ringan
4657,WOODS COUGH ANTITUSSIVE BT60ML,WOODS COUGH ANTITUSSIVE BT60ML,8992858589214,20979,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index16-1.jpg,index16-1.jpg,Kesehatan,Obat Ringan
4658,WOODS COUGH EXPECTORANT BT60ML,WOODS COUGH EXPECTORANT BT60ML,8992858589115,21168,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index21-1.jpg,index21-1.jpg,Kesehatan,Obat Ringan
4659,WOODS HERBAL PLUS MADU BTL60ML,WOODS HERBAL PLUS MADU BTL60ML,8992858588514,21357,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index44.jpg,index44.jpg,Kesehatan,Obat Ringan
4660,CABE KOYO 10S,CABE KOYO 10S,8993338005033,11385,9900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index46.jpg,index46.jpg,Kesehatan,Koyo dan Minyak angin
4661,COUNTERPAIN COOL 15G,COUNTERPAIN COOL 15G,8995201800042,31020,28200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index677.jpg,index677.jpg,Kesehatan,Koyo dan Minyak angin
4662,COUNTERPAIN CREAM TUBE 30G,COUNTERPAIN CREAM TUBE 30G,8995201800028,51528,45200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index3.jpg,index3.jpg,Kesehatan,Koyo dan Minyak angin
4663,COUNTERPAIN TUBE 15G,COUNTERPAIN TUBE 15G,8995201800011,43670,39700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index4-1.jpg,index4-1.jpg,Kesehatan,Koyo dan Minyak angin
4664,GPU MINYAK URUT 30ML,GPU MINYAK URUT 30ML,8993176110111,14000,12500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index5-1.jpg,index5-1.jpg,Kesehatan,Koyo dan Minyak angin
4665,HANSAPLAST DISNEY MICKEY 10S,HANSAPLAST DISNEY MICKEY 10S,4005800034473,8740,7600,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index35.jpg,index35.jpg,Kesehatan,Koyo dan Minyak angin
4666,KAPAK MINYAK ANGIN 10ML,KAPAK MINYAK ANGIN 10ML,8994472000038,20585,17900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index37.jpg,index37.jpg,Kesehatan,Koyo dan Minyak angin
4667,KONICARE M.KAYU PUTIH 60ML,KONICARE M.KAYU PUTIH 60ML,8998667400269,26105,22700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index39.jpg,index39.jpg,Kesehatan,Koyo dan Minyak angin
4668,KONICARE M.TELON 125ML,KONICARE M.TELON 125ML,8998667400696,46530,42300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index41.jpg,index41.jpg,Kesehatan,Koyo dan Minyak angin
4669,KONICARE M.TELON 60ML,KONICARE M.TELON 60ML,8998667400283,23865,21500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index42.jpg,index42.jpg,Kesehatan,Koyo dan Minyak angin
4670,KONICARE M.TELON PLUS 60ML,KONICARE M.TELON PLUS 60ML,8998667400931,26106,22900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index30.jpg,index30.jpg,Kesehatan,Koyo dan Minyak angin
4671,LANG BALSEM GOSOK 20G,LANG BALSEM GOSOK 20G,8993176120028,12535,10900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index29.jpg,index29.jpg,Kesehatan,Koyo dan Minyak angin
4672,LANG M.KAYU PUTIH 120ML,LANG M.KAYU PUTIH 120ML,8993176110067,48875,42500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index27.jpg,index27.jpg,Kesehatan,Koyo dan Minyak angin
4673,LANG M.KAYU PUTIH 30ML,LANG M.KAYU PUTIH 30ML,8993176110081,13334,11800,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/Minyak_Kayu_Putih_Cap_Lang_30ml.jpg,Minyak_Kayu_Putih_Cap_Lang_30ml.jpg,Kesehatan,Koyo dan Minyak angin
4674,LANG M.KAYU PUTIH 60ML,LANG M.KAYU PUTIH 60ML,8993176110074,24035,20900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index33.jpg,index33.jpg,Kesehatan,Koyo dan Minyak angin
4675,LANG M.TELON 60ML,LANG M.TELON 60ML,8993176803099,21890,19900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index34.jpg,index34.jpg,Kesehatan,Koyo dan Minyak angin
4676,LANG M.TELON PLUS 60ML,LANG M.TELON PLUS 60ML,8993176111354,23100,21000,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index36.jpg,index36.jpg,Kesehatan,Koyo dan Minyak angin
4677,LANG MYK EKALIPTUS LAVENDER60ML,LANG MYK EKALIPTUS LAVENDER60ML,8993176720808,24747,21900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index38.jpg,index38.jpg,Kesehatan,Koyo dan Minyak angin
4678,LANG MYK EKALIPTUS ORI 60ML,LANG MYK EKALIPTUS ORI 60ML,8993176111279,24747,21900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index40.jpg,index40.jpg,Kesehatan,Koyo dan Minyak angin
4679,MAKASAR MINYAK TAWON EE 60ML,MAKASAR MINYAK TAWON EE 60ML,7916248830,42350,38500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/images46.jpg,images46.jpg,Kesehatan,Koyo dan Minyak angin
4680,SALONPAS GEL 30G,SALONPAS GEL 30G,8992870110137,23199,20900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index43.jpg,index43.jpg,Kesehatan,Koyo dan Minyak angin
4681,SALONPAS NEW HOT-KOYO 10S,SALONPAS NEW HOT-KOYO 10S,8992870310117,7410,6500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index1-1.jpg,index1-1.jpg,Kesehatan,Koyo dan Minyak angin
4682,SALONPAS NEW KOYO 10S,SALONPAS NEW KOYO 10S,8992870310100,7370,6700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index300.jpg,index300.jpg,Kesehatan,Koyo dan Minyak angin
4683,SALONPAS NEW KOYO 12 LBR,SALONPAS NEW KOYO 12 LBR,8992870410206,9831,8700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index31.jpg,index31.jpg,Kesehatan,Koyo dan Minyak angin
4684,TRESNO JOYO BALSEM TELON 20G,TRESNO JOYO BALSEM TELON 20G,8993365030206,8103,7300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index2-1.jpg,index2-1.jpg,Kesehatan,Koyo dan Minyak angin
4685,OB HERBAL BTL 60ML,OB HERBAL BTL 60ML,8992003782453,13566,11900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index18.jpg,index18.jpg,Kesehatan,Herbal
4686,RESIK-V GODOKAN SIRIH 100ML,RESIK-V GODOKAN SIRIH 100ML,8993417168215,20790,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index17.jpg,index17.jpg,Kesehatan,Herbal
4687,RESIK-V S.SRH ANGGREK 90ML,RESIK-V S.SRH ANGGREK 90ML,8993417162138,10580,9200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index16.jpg,index16.jpg,Kesehatan,Herbal
4688,RESIK-V S.SRH MANJAKANI 90ML,RESIK-V S.SRH MANJAKANI 90ML,8993417165115,21357,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index10.jpg,index10.jpg,Kesehatan,Herbal
4689,RESIK-V S.SRH R.MADURA WHT 90ML,RESIK-V S.SRH R.MADURA WHT 90ML,8993417165221,20790,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index12.jpg,index12.jpg,Kesehatan,Herbal
4690,88 SALEP 6G,88 SALEP 6G,8997013148688,12995,11500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index14.jpg,index14.jpg,Kesehatan,Kulit dan Luka
4691,AUTAN SOFT&SCENTED TUBE 50ML,AUTAN SOFT&amp;SCENTED TUBE 50ML,8998899004211,11984,10700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index15.jpg,index15.jpg,Kesehatan,Kulit dan Luka
4692,HANSAPLAST AMP 2613 10S,HANSAPLAST AMP 2613 10S,8999777026134,4104,3600,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index20.jpg,index20.jpg,Kesehatan,Kulit dan Luka
4693,HANSAPLAST KOYO HANGAT 10S,HANSAPLAST KOYO HANGAT 10S,8999777765392,6993,6300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index155.jpg,index155.jpg,Kesehatan,Kulit dan Luka
4694,HANSAPLAST KOYO PANAS 10S,HANSAPLAST KOYO PANAS 10S,8999777090579,6993,6300,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index118.jpg,index118.jpg,Kesehatan,Kulit dan Luka
4695,IKA ALKOHOL 70 % 100ML,IKA ALKOHOL 70 % 100ML,8991003040013,22550,20500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/images19.jpg,images19.jpg,Kesehatan,Kulit dan Luka
4696,KALPANAX CAIR 10ML,KALPANAX CAIR 10ML,8992858544817,4290,3900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index119.jpg,index119.jpg,Kesehatan,Kulit dan Luka
4697,KALPANAX CREAM 5G,KALPANAX CREAM 5G,8992858245516,10396,9200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index-1.jpg,index-1.jpg,Kesehatan,Kulit dan Luka
4698,CDR EFF 10S,CDR EFF 10S,8994591010017,45885,39900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index25.jpg,index25.jpg,Kesehatan,Vitamin
4699,CDR EFF 15S,CDR EFF 15S,8994591010055,63498,55700,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index11.jpg,index11.jpg,Kesehatan,Vitamin
4700,CEREBROFORT GOLD JERUK BTL100ML,CEREBROFORT GOLD JERUK BTL100ML,8992858517910,20720,18500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index13.jpg,index13.jpg,Kesehatan,Vitamin
4701,CEREBROVIT X-CEL KAPSUL 10S,CEREBROVIT X-CEL KAPSUL 10S,8992858418316,20350,18500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/4924819_c70abb17-5eba-4484-bde9-ae99c552c110.jpg,4924819_c70abb17-5eba-4484-bde9-ae99c552c110.jpg,Kesehatan,Vitamin
4702,FATIGON MULTIVITAMIN KAPLET 4S,FATIGON MULTIVITAMIN KAPLET 4S,8995858899888,4485,3900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index24.jpg,index24.jpg,Kesehatan,Vitamin
4703,FATIGON SPIRIT KAPLET 5S,FATIGON SPIRIT KAPLET 5S,8995858111010,8250,7500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index23.jpg,index23.jpg,Kesehatan,Vitamin
4704,FITKOM GUMMY MULTIVIT 5S,FITKOM GUMMY MULTIVIT 5S,8998777140635,20535,18500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index21.jpg,index21.jpg,Kesehatan,Vitamin
4705,FITKOM GUMMY VIT C & ZINC 24G,FITKOM GUMMY VIT C &amp; ZINC 24G,8998777142431,8580,7800,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index6.jpg,index6.jpg,Kesehatan,Vitamin
4706,HEMAVITON ENERGY DRINK BTL150ML,HEMAVITON ENERGY DRINK BTL150ML,8999908034205,5175,4500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index78.jpg,index78.jpg,Kesehatan,Vitamin
4707,IPI VIT C TABLET 50S,IPI VIT C TABLET 50S,8999908005205,5244,4600,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index8.jpg,index8.jpg,Kesehatan,Vitamin
4708,KUKUBIMA ENER-G ANGGUR BOX 6X4G,KUKUBIMA ENER-G ANGGUR BOX 6X4G,8998898830125,6820,6200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index9.jpg,index9.jpg,Kesehatan,Vitamin
4709,NATUR-E CAPSUL,NATUR-E CAPSUL 4X4S,8999809400017,21168,18900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index.jpg,index.jpg,Kesehatan,Vitamin
4710,NATUR-E HBL ADVANCED 245ML,NATUR-E HBL ADVANCED 245ML,8999809102836,42750,37500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/natur-e-hand-and-body-lotion-245ml-4693-93526971-daa6f373ebdbc1b4e3cb2a1b8395e62a-catalog_233.jpg,natur-e-hand-and-body-lotion-245ml-4693-93526971-daa6f373ebdbc1b4e3cb2a1b8395e62a-catalog_233.jpg,Kesehatan,Vitamin
4711,PILKITA KAPLET 2S,PILKITA KAPLET 2S,8997013070019,2310,2100,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index1.jpg,index1.jpg,Kesehatan,Vitamin
4712,SANGOBION CAPSUL 10S,SANGOBION CAPSUL 10S,8994573000807,14319,12900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index2.jpg,index2.jpg,Kesehatan,Vitamin
4713,SANGOBION CAPSUL 4S,SANGOBION CAPSUL 4S,8994573001323,5876,5200,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/indexe3.jpg,indexe3.jpg,Kesehatan,Vitamin
4714,SCOTTS EMULSION VITA BTL 200ML,SCOTTS EMULSION VITA BTL 200ML,8992695243034,32745,29500,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index4.jpg,index4.jpg,Kesehatan,Vitamin
4715,VITACIMIN BLUEBERRY TABLET 2S,VITACIMIN BLUEBERRY TABLET 2S,8991771200374,2109,1900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/index5.jpg,index5.jpg,Kesehatan,Vitamin
4716,VITACIMIN ORANGE TAB 2S,VITACIMIN ORANGE TAB 2S,8991771200398,2166,1900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/xon-ce-tablet-2-pcs-e1496327360980.jpg,xon-ce-tablet-2-pcs-e1496327360980.jpg,Kesehatan,Vitamin
4717,VITACIMIN SWEETLET TABLET 2S,VITACIMIN SWEETLET TABLET 2S,8991771200329,2128,1900,http://warung.koperasisyariahmun.id/wp-content/uploads/2017/05/732721_7af5953c-bd89-4f7d-a722-456c04e4f039.jpg,732721_7af5953c-bd89-4f7d-a722-456c04e4f039.jpg,Kesehatan,Vitamin
5001,ATTACK + SOFTENER 800G,ATTACK + SOFTENER 800G,8992727002479,22230,19500,,,Rumah,Deterjen dan Sabun Cuci
5002,ATTACK DET PLUS VIOLET ARM 800G,ATTACK DET PLUS VIOLET ARM 800G,8992727001489,22035,19500,,,Rumah,Deterjen dan Sabun Cuci
5003,ATTACK LIQ + SOFTENER REF 800ML,ATTACK LIQ + SOFTENER REF 800ML,4710363035996,24640,22000,,,Rumah,Deterjen dan Sabun Cuci
5004,ATTACK PLUS SOFTENER 1.2KG,ATTACK PLUS SOFTENER 1.2KG,8992727005487,30780,27000,,,Rumah,Deterjen dan Sabun Cuci
5005,BOOM DET BUNGA 400G,BOOM DET BUNGA 400G,8998866605199,5586,4900,,,Rumah,Deterjen dan Sabun Cuci
5006,BOOM DET JRK NPS 400G,BOOM DET JRK NPS 400G,8998866606769,5586,4900,,,Rumah,Deterjen dan Sabun Cuci
5007,DAIA DET BUNGA 1.8KG,DAIA DET BUNGA 1.8KG,8998866603898,28363,25100,,,Rumah,Deterjen dan Sabun Cuci
5008,DAIA DET BUNGA 350G,DAIA DET BUNGA 350G,8998866601429,6325,5500,,,Rumah,Deterjen dan Sabun Cuci
5009,DAIA DET EKSTRAK BUNGA 900G,DAIA DET EKSTRAK BUNGA 900G,8998866601436,16800,15000,,,Rumah,Deterjen dan Sabun Cuci
5010,DAIA DET EKSTRAK LEMON 900G,DAIA DET EKSTRAK LEMON 900G,8998866604932,16800,15000,,,Rumah,Deterjen dan Sabun Cuci
5011,DAIA DET PUTIH 1.8KG,DAIA DET PUTIH 1.8KG,8998866607346,27610,25100,,,Rumah,Deterjen dan Sabun Cuci
5012,DAIA DET PUTIH 65G,DAIA DET PUTIH 65G,8998866607360,1254,1100,,,Rumah,Deterjen dan Sabun Cuci
